DB Accession Number,ATC Codes,DB SMILES,Neutralized SMILES
CHEMBL2103762,R02AA,N=C(N)NN=C1C=CC(=NNC(N)=S)C=C1,N=C(N)NN=C1C=CC(=NNC(N)=S)C=C1
CHEMBL292707,M01AE,CC(C)Cc1ccc(C(C)C(=O)NO)cc1,CC(C)Cc1ccc(C(C)C(=O)NO)cc1
CHEMBL1407356,D11AX; M01AX,CC(=O)N1C[C@H](O)C[C@H]1C(=O)O,CC(=O)N1C[C@H](O)C[C@H]1C(=O)O
CHEMBL1697843,C01AA,CO[C@H]1[C@@H](O)C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)O[C@@H]1C,CO[C@H]1[C@@H](O)C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)O[C@@H]1C
CHEMBL2105039,R06AC,c1ccc(CN(CCN2CCCC2)c2ccccc2)cc1,c1ccc(CN(CCN2CCCC2)c2ccccc2)cc1
CHEMBL278519,B01AA,O=C1c2ccccc2C(=O)C1c1ccc(Cl)cc1,O=C1c2ccccc2C(=O)C1c1ccc(Cl)cc1
CHEMBL97972,D01AA,O=[N+]([O-])c1c(Cl)cccc1-c1c[nH]cc1Cl,O=[N+]([O-])c1c(Cl)cccc1-c1c[nH]cc1Cl
CHEMBL1788387,P01AC,CCOCCN(Cc1ccc(CN(CCOCC)C(=O)C(Cl)Cl)cc1)C(=O)C(Cl)Cl,CCOCCN(Cc1ccc(CN(CCOCC)C(=O)C(Cl)Cl)cc1)C(=O)C(Cl)Cl
CHEMBL1214192,R07AB,CCC1(C)CC(=O)NC(=O)C1,CCC1(C)CC(=O)NC(=O)C1
CHEMBL276443,A08AA,CCNC(C)Cc1ccccc1,CCNC(C)Cc1ccccc1
CHEMBL436,A10XA,COc1ccc2c(C(=S)N(C)CC(=O)O)cccc2c1C(F)(F)F,COc1ccc2c(C(=S)N(C)CC(=O)O)cccc2c1C(F)(F)F
CHEMBL1414320,M02AA,CCCCC1(COC(=O)CCC(=O)O)C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,CCCCC1(COC(=O)CCC(=O)O)C(=O)N(c2ccccc2)N(c2ccccc2)C1=O
CHEMBL2105499,J01ED,Cc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,Cc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1
CHEMBL2106968,D10AB; P03AA,Cc1ccc2c(c1)Sc1ccc(C)cc1S2,Cc1ccc2c(c1)Sc1ccc(C)cc1S2
CHEMBL2106996,N06AX,CC(C)N1CCOC(c2cccc(C(F)(F)F)c2)C1,CC(C)N1CCOC(c2cccc(C(F)(F)F)c2)C1
CHEMBL2105291,G03AC,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CC=C4C=C(OC5CCCC5)CC[C@@H]4[C@H]3CC[C@@]21C,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CC=C4C=C(OC5CCCC5)CC[C@@H]4[C@H]3CC[C@@]21C
CHEMBL2105399,J01EC,Cc1nc(NS(=O)(=O)c2ccc(N)cc2)oc1C,Cc1nc(NS(=O)(=O)c2ccc(N)cc2)oc1C
CHEMBL2105097,N02BA,COc1ccccc1OC(=O)c1ccccc1OC(C)=O,COc1ccccc1OC(=O)c1ccccc1OC(C)=O
CHEMBL2104462,R07AB,COc1ccc2c(=O)c3ccccc3oc2c1CN1CCCCC1,COc1ccc2c(=O)c3ccccc3oc2c1CN1CCCCC1
CHEMBL2104534,M03BA,NC(=O)OCC(O)c1ccccc1,NC(=O)OCC(O)c1ccccc1
CHEMBL1908350,J01FA,CCCC(=O)O[C@H]1[C@H](C)O[C@@H](O[C@H]2[C@H](N(C)C)[C@@H](O)[C@H](O[C@H]3[C@@H](CC=O)C[C@@H](C)[C@@H](O)/C=C/C=C/C[C@@H](C)OC(=O)C[C@@H](O)[C@@H]3OC)O[C@@H]2C)C[C@@]1(C)OC(=O)CC,CCCC(=O)O[C@H]1[C@H](C)O[C@@H](O[C@H]2[C@H](N(C)C)[C@@H](O)[C@H](O[C@H]3[C@@H](CC=O)C[C@@H](C)[C@@H](O)/C=C/C=C/C[C@@H](C)OC(=O)C[C@@H](O)[C@@H]3OC)O[C@@H]2C)C[C@@]1(C)OC(=O)CC
CHEMBL1194287,D04AA; R06AC,CN(C)CCN(Cc1ccc(Cl)cc1)c1ccccn1,CN(C)CCN(Cc1ccc(Cl)cc1)c1ccccn1
CHEMBL2104116,N05CC,CC(CC(C)(C)O)OC(O)C(Cl)(Cl)Cl,CC(CC(C)(C)O)OC(O)C(Cl)(Cl)Cl
CHEMBL2104153,N05AA,CC(CN(C)C)CN1c2ccccc2Sc2ccc(C#N)cc21,CC(CN(C)C)CN1c2ccccc2Sc2ccc(C#N)cc21
CHEMBL1349073,C01DX,CCOC(=O)COc1ccc2c(=O)cc(-c3ccccc3)oc2c1,CCOC(=O)COc1ccc2c(=O)cc(-c3ccccc3)oc2c1
CHEMBL316157,J01DB,O=C(Cc1cccs1)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12,O=C(Cc1cccs1)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12
CHEMBL1788400,P01AC,O=C(C(Cl)Cl)N(CCO)Cc1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1,O=C(C(Cl)Cl)N(CCO)Cc1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1
CHEMBL1851805,N02BE,CCN(CC)CC(=O)Oc1ccc(NC(C)=O)cc1,CCN(CC)CC(=O)Oc1ccc(NC(C)=O)cc1
CHEMBL65717,C07AA,Cc1cc2c(OCC(O)CNC(C)C)cccc2[nH]1,Cc1cc2c(OCC(O)CNC(C)C)cccc2[nH]1
CHEMBL1418176,A14AA; D11AE,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O
CHEMBL2104200,C01BD,CCCCN(CCN(CC)CC)C(=O)c1cccc2ccccc12,CCCCN(CCN(CC)CC)C(=O)c1cccc2ccccc12
CHEMBL2104208,N05BC,CCC(C)(CC)OC(N)=O,CCC(C)(CC)OC(N)=O
CHEMBL13291,N05BA,CN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,CN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21
CHEMBL3833365,A07BC,O.O.O=[Al]O[Si](=O)O[Si](=O)O[Al]=O,O=[Al]O[Si](=O)O[Si](=O)O[Al]=O
CHEMBL245807,A06AB,O=C1Nc2ccccc2C1(c1ccc(O)cc1)c1ccc(O)cc1,O=C1Nc2ccccc2C1(c1ccc(O)cc1)c1ccc(O)cc1
CHEMBL576127,R03BX; R03DX,O=C1NCC2(CCN(CCc3ccccc3)CC2)O1,O=C1NCC2(CCN(CCc3ccccc3)CC2)O1
CHEMBL3348932,G04BD,CC(C)N(CC[C@H](c1ccccc1)c1cc(CO)ccc1O)C(C)C,CC(C)N(CC[C@H](c1ccccc1)c1cc(CO)ccc1O)C(C)C
CHEMBL3707362,A03AC,CC(C(=O)N1c2ccccc2Sc2ccccc21)N(C)C,CC(C(=O)N1c2ccccc2Sc2ccccc21)N(C)C
CHEMBL360055,M03AC,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC
CHEMBL2110816,N06AA,CC(CC1c2ccccc2CCc2ccccc21)CN(C)C,CC(CC1c2ccccc2CCc2ccccc21)CN(C)C
CHEMBL43184,D08AA,Nc1c2ccccc2nc2ccccc12,Nc1c2ccccc2nc2ccccc12
CHEMBL2110596,C04AX,C=CCN1Cc2ccccc2-c2ccccc2C1,C=CCN1Cc2ccccc2-c2ccccc2C1
CHEMBL1788388,P03BX,CCCCOC(=O)CCC(=O)OCCCC,CCCCOC(=O)CCC(=O)OCCCC
CHEMBL3092041,R05DA,COc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)CC[C@H]4[C@@H](C2)N(C)CC[C@@]341,COc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)CC[C@H]4[C@@H](C2)N(C)CC[C@@]341
CHEMBL609109,N05AB,CN1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,CN1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1
CHEMBL1623992,A03AA,CCN1CCCC(OC(=O)C(c2ccccc2)c2ccccc2)C1,CCN1CCCC(OC(=O)C(c2ccccc2)c2ccccc2)C1
CHEMBL513301,C02CA,COc1cc2c(N)nc(N3CCN(C(=O)OCC(C)(C)O)CC3)nc2c(OC)c1OC,COc1cc2c(N)nc(N3CCN(C(=O)OCC(C)(C)O)CC3)nc2c(OC)c1OC
CHEMBL2110990,R05CA,COc1cc(S(=O)(=O)O)ccc1O,COc1cc(S(=O)(=O)O)ccc1O
CHEMBL329203,R01AA,CNC(C)CC1CCCC1,CNC(C)CC1CCCC1
CHEMBL1091024,J01FA,CCC(=O)O[C@@H]1CC(=O)O[C@H](C)C/C=C/C=C/[C@H](OC(C)=O)[C@H](C)C[C@H](CC=O)[C@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(OC(C)=O)[C@@H](OC(=O)CC)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@H]1OC,CCC(=O)O[C@@H]1CC(=O)O[C@H](C)C/C=C/C=C/[C@H](OC(C)=O)[C@H](C)C[C@H](CC=O)[C@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(OC(C)=O)[C@@H](OC(=O)CC)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@H]1OC
CHEMBL1988479,N05CA,C=CCC1(CC)C(=O)NC(=O)NC1=O,C=CCC1(CC)C(=O)NC(=O)NC1=O
CHEMBL2272031,G01AA,CCCCC[C@@H](O)[C@H]1C(=O)O[C@H](C)[C@@H](O)/C=C/C=C/C=C/C=C/C=C(\C)[C@@H](O)[C@H](O)[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@@H]1O,CCCCC[C@@H](O)[C@H]1C(=O)O[C@H](C)[C@@H](O)/C=C/C=C/C=C/C=C/C=C(\C)[C@@H](O)[C@H](O)[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@@H]1O
CHEMBL3707363,A03AX,CC(CC(c1ccccc1)c1ccccc1)N(C)C,CC(CC(c1ccccc1)c1ccccc1)N(C)C
CHEMBL50300,J05AD,O=C(O)CP(=O)(O)O,O=C(O)CP(=O)(O)O
CHEMBL3707301,A03AX,COc1ccc(C2(c3ccc(OC)cc3)NC(=O)N(CCN3CCCCC3)C2=O)cc1,COc1ccc(C2(c3ccc(OC)cc3)NC(=O)N(CCN3CCCCC3)C2=O)cc1
CHEMBL1589896,R03AC; R03CC,Oc1ccc(C(O)CNCCCCCCNCC(O)c2ccc(O)c(O)c2)cc1O,Oc1ccc(C(O)CNCCCCCCNCC(O)c2ccc(O)c(O)c2)cc1O
CHEMBL23838,S01EB,CCOP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1,CCOP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1
CHEMBL3833382,C01BA,CCC[N+]12[C@H](O)[C@@H](CC)[C@@H]3C[C@H]1[C@@H]1N(C)c4ccccc4[C@]14C[C@H]2[C@@H]3[C@H]4O,CCC[N+]12[C@H](O)[C@@H](CC)[C@@H]3C[C@H]1[C@@H]1N(C)c4ccccc4[C@]14C[C@H]2[C@@H]3[C@H]4O
CHEMBL1095283,G01AA,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)Oc3ccccc3)c3ccccc3)C(=O)N2[C@H]1C(=O)O,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)Oc3ccccc3)c3ccccc3)C(=O)N2[C@H]1C(=O)O
CHEMBL1620794,C04AX,CCN(CC)CCOC(=O)C(Cc1cccc2ccccc12)CC1CCCO1,CCN(CC)CCOC(=O)C(Cc1cccc2ccccc12)CC1CCCO1
CHEMBL2035187,L01EJ,C1=N/C2=N/c3ccc(OCCN4CCCC4)c(c3)COC/C=C/COCc3cccc(c3)C(=C1)N2,C1=N/C2=N/c3ccc(OCCN4CCCC4)c(c3)COC/C=C/COCc3cccc(c3)C(=C1)N2
CHEMBL1716983,J05AX,C[n+]1ccc(C(=O)NCc2ccccc2)cc1.[I-],C[n+]1ccc(C(=O)NCc2ccccc2)cc1
CHEMBL589583,C09AA,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N(CC(=O)O)C1Cc2ccccc2C1,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N(CC(=O)O)C1Cc2ccccc2C1
CHEMBL1650818,J01CA,CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](/N=C/N3CCCCCC3)[C@H]2SC1(C)C,CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](/N=C/N3CCCCCC3)[C@H]2SC1(C)C
CHEMBL51,C02KD,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1
CHEMBL267044,N05AL,CCN1CCC[C@H]1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,CCN1CCC[C@H]1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC
CHEMBL485259,R05CA,CC12CCC(CC1)C(C)(C)O2,CC12CCC(CC1)C(C)(C)O2
CHEMBL2105611,D05AX,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CC[C@@H](O)C(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CC[C@@H](O)C(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O
CHEMBL522038,B01AE,CCOC(=O)CN[C@@H](C(=O)N1CC[C@H]1C(=O)NCc1ccc(/C(N)=N\O)cc1)C1CCCCC1,CCOC(=O)CN[C@@H](C(=O)N1CC[C@H]1C(=O)NCc1ccc(/C(N)=N\O)cc1)C1CCCCC1
CHEMBL413965,M02AA,O=C(O)Cc1ccc(-c2ccccc2)cc1,O=C(O)Cc1ccc(-c2ccccc2)cc1
CHEMBL60889,A03FA,CCOc1cc(N)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1,CCOc1cc(N)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1
CHEMBL2218861,G02CB,CCCN1CC(NS(=O)(=O)N(CC)CC)CC2Cc3c(O)cccc3CC21,CCCN1CC(NS(=O)(=O)N(CC)CC)CC2Cc3c(O)cccc3CC21
CHEMBL1200692,C09CA,CCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,CCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
CHEMBL1765292,B01AC,CCC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,CCC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1
CHEMBL842,C03AA; C03AH,NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O
CHEMBL549386,L01AD,CCOP(=O)(OCC)C(C)NC(=O)N(CCCl)N=O,CCOP(=O)(OCC)C(C)NC(=O)N(CCCl)N=O
CHEMBL12208,A05AX,Cc1cc(=O)oc2cc(O)ccc12,Cc1cc(=O)oc2cc(O)ccc12
CHEMBL367463,S01BC,CC(C(=O)O)c1ccc2c(c1)Cc1cccnc1O2,CC(C(=O)O)c1ccc2c(c1)Cc1cccnc1O2
CHEMBL427216,A10BB,Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1
CHEMBL2110900,G04BX,CN(C)[C@@H](CCOc1cccc2ccccc12)c1ccccc1,CN(C)[C@@H](CCOc1cccc2ccccc12)c1ccccc1
CHEMBL29609,J05AX,Cc1cc(CCCOc2c(C)cc(-c3noc(C(F)(F)F)n3)cc2C)on1,Cc1cc(CCCOc2c(C)cc(-c3noc(C(F)(F)F)n3)cc2C)on1
CHEMBL1240977,P02CC,CN1CCCN=C1/C=C/c1cccc(O)c1,CN1CCCN=C1/C=C/c1cccc(O)c1
CHEMBL7568,P01AX,CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12
CHEMBL41632,D11AX; H03AA,O=C(O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1,O=C(O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1
CHEMBL168815,N07AX,CC1OC2(CS1)CN1CCC2CC1,CC1OC2(CS1)CN1CCC2CC1
CHEMBL191,C09CA,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
CHEMBL1512949,A03AX,O=C(CN1CCN(Cc2ccc3c(c2)OCO3)CC1)N1c2ccccc2Sc2ccccc21,O=C(CN1CCN(Cc2ccc3c(c2)OCO3)CC1)N1c2ccccc2Sc2ccccc21
CHEMBL3707366,B05XB,C[C@H](N)C(=O)N[C@@H](CCC(N)=O)C(=O)O,C[C@H](N)C(=O)N[C@@H](CCC(N)=O)C(=O)O
CHEMBL3707290,H01AC,C=C(CCCCCCCCCCCCCCCc1nnn[nH]1)NS(=O)(=O)CCCC(=O)NCCOCCOCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)NCCOCCOCC(=O)N[C@@H](CCCCNC(=O)CSC[C@H](N)C(=O)O)C(N)=O)C(=O)O)C(=O)O,C=C(CCCCCCCCCCCCCCCc1nnn[nH]1)NS(=O)(=O)CCCC(=O)NCCOCCOCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)NCCOCCOCC(=O)N[C@@H](CCCCNC(=O)CSC[C@H](N)C(=O)O)C(N)=O)C(=O)O)C(=O)O
CHEMBL1697845,A14AA,CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C
CHEMBL370753,N06AA,OCCN1CCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1,OCCN1CCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1
CHEMBL2018096,A10BK,OC[C@H]1O[C@@H](c2ccc(F)c(Cc3cc4ccccc4s3)c2)[C@H](O)[C@@H](O)[C@@H]1O,OC[C@H]1O[C@@H](c2ccc(F)c(Cc3cc4ccccc4s3)c2)[C@H](O)[C@@H](O)[C@@H]1O
CHEMBL333325,D01BA,C[C@@H](c1nc(-c2ccc(C#N)cc2)cs1)[C@@](Cn1cncn1)(OCOP(=O)(O)O)c1ccc(F)cc1F,C[C@@H](c1nc(-c2ccc(C#N)cc2)cs1)[C@@](Cn1cncn1)(OCOP(=O)(O)O)c1ccc(F)cc1F
CHEMBL3426621,S01EX,C[C@H]1CNCCCN1S(=O)(=O)c1cccc2cncc(F)c12,C[C@H]1CNCCCN1S(=O)(=O)c1cccc2cncc(F)c12
CHEMBL3183184,D02BA,CCCCC(CC)COC(=O)C=Cc1ccc(OC)cc1,CCCCC(CC)COC(=O)C=Cc1ccc(OC)cc1
CHEMBL1025,S01EB,CC(C)OP(=O)(F)OC(C)C,CC(C)OP(=O)(F)OC(C)C
CHEMBL1200342,H02AB,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
CHEMBL165790,M05BX,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1
CHEMBL485940,J01ED,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(C)n1,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(C)n1
CHEMBL1276663,J01DE,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccn4ncccc43)CS[C@H]12)c1nsc(N)n1,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccn4ncccc43)CS[C@H]12)c1nsc(N)n1
CHEMBL33720,C01CA; S01GA,CNCC(O)c1ccc(O)cc1,CNCC(O)c1ccc(O)cc1
CHEMBL1474889,R05DB,CC(CN(C)C)C(C)(O)Cc1ccc(Cl)cc1,CC(CN(C)C)C(C)(O)Cc1ccc(Cl)cc1
CHEMBL70972,R03DX,CC1=C(C)C(=O)C(C(CCCCCC(=O)O)c2ccccc2)=C(C)C1=O,CC1=C(C)C(=O)C(C(CCCCCC(=O)O)c2ccccc2)=C(C)C1=O
CHEMBL600325,C01AB,C[C@@H]1O[C@@H](O[C@@H]2C=C3CC[C@@H]4[C@H](CC[C@]5(C)[C@@H](c6ccc(=O)oc6)CC[C@]45O)[C@@]3(C)CC2)[C@H](O)[C@H](O)[C@H]1O,C[C@@H]1O[C@@H](O[C@@H]2C=C3CC[C@@H]4[C@H](CC[C@]5(C)[C@@H](c6ccc(=O)oc6)CC[C@]45O)[C@@]3(C)CC2)[C@H](O)[C@H](O)[C@H]1O
CHEMBL1875805,N07CA,CC(=O)NC(CC(C)C)C(=O)O,CC(=O)NC(CC(C)C)C(=O)O
CHEMBL2104114,C01EB,CN(CCOP(=O)(O)O)C(=N)N,CN(CCOP(=O)(O)O)C(=N)N
CHEMBL2107636,J01DB,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cc(Cl)c(=O)c(Cl)c4)[C@H]3SC2)s1,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cc(Cl)c(=O)c(Cl)c4)[C@H]3SC2)s1
CHEMBL47050,N05AG,OC1(c2ccc(Cl)c(C(F)(F)F)c2)CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,OC1(c2ccc(Cl)c(C(F)(F)F)c2)CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1
CHEMBL255066,B01AC,CCOC(=O)COc1ccc2c(C)c(CCN(CC)CC)c(=O)oc2c1Cl,CCOC(=O)COc1ccc2c(C)c(CCN(CC)CC)c(=O)oc2c1Cl
CHEMBL357995,C07AA,Cc1cc2c(OCC(CNC(C)(C)C)OC(=O)c3ccccc3)cccc2[nH]1,Cc1cc2c(OCC(CNC(C)(C)C)OC(=O)c3ccccc3)cccc2[nH]1
CHEMBL37161,P02CA,COC(=O)Nc1nc2cc(Sc3ccccc3)ccc2[nH]1,COC(=O)Nc1nc2cc(Sc3ccccc3)ccc2[nH]1
CHEMBL2107531,R05CB,CC(SC(=O)c1cccs1)C(=O)NCC(=O)O,CC(SC(=O)c1cccs1)C(=O)NCC(=O)O
CHEMBL1413176,M02AA; N02BB,Cc1c(NC(=O)c2cccnc2)c(=O)n(-c2ccccc2)n1C,Cc1c(NC(=O)c2cccnc2)c(=O)n(-c2ccccc2)n1C
CHEMBL1743261,N05BA,CC1COC2(c3ccccc3Cl)c3cc(Cl)ccc3NC(=O)CN12,CC1COC2(c3ccccc3Cl)c3cc(Cl)ccc3NC(=O)CN12
CHEMBL188952,M01AE,CC(C(=O)O)c1ccc(N2CC=CC2)c(Cl)c1,CC(C(=O)O)c1ccc(N2CC=CC2)c(Cl)c1
CHEMBL1484857,A07AB,O=C(O)CCC(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,O=C(O)CCC(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1
CHEMBL1213033,C01BB,CCN(CC)CCCN(c1ccccc1)C1Cc2ccccc2C1,CCN(CC)CCCN(c1ccccc1)C1Cc2ccccc2C1
CHEMBL87045,C01BG,c1ccc(C2(c3ccccc3)CC2C2=NCCN2)cc1,c1ccc(C2(c3ccccc3)CC2C2=NCCN2)cc1
CHEMBL267719,N05CA,C=CCC1(CC=C)C(=O)NC(=O)NC1=O,C=CCC1(CC=C)C(=O)NC(=O)NC1=O
CHEMBL2107447,D01AC,CCCCCOc1ccccc1/C(=C\SC)n1ccnc1,CCCCCOc1ccccc1/C(=C\SC)n1ccnc1
CHEMBL1908324,J01CA,C=N[C@@H](C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O)c1ccccc1,C=N[C@@H](C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O)c1ccccc1
CHEMBL312862,L01CC,CN[C@H]1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(OC)c(=O)cc21,CN[C@H]1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(OC)c(=O)cc21
CHEMBL1736151,C01DX,CCN(CC)CCOc1ccccc1C(=O)CCc1ccccc1,CCN(CC)CCOc1ccccc1C(=O)CCc1ccccc1
CHEMBL2105616,R01AC; S01GX,CC(=O)N[C@@H](CC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O,CC(=O)N[C@@H](CC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O
CHEMBL1614641,G02CC; M01AE,C[C@H](C(=O)O)c1ccc2oc(-c3ccc(F)cc3)nc2c1,C[C@H](C(=O)O)c1ccc2oc(-c3ccc(F)cc3)nc2c1
CHEMBL1697844,C10AD,O=C(OC[C@H]1O[C@](O)(COC(=O)c2cccnc2)[C@@H](OC(=O)c2cccnc2)[C@@H]1OC(=O)c1cccnc1)c1cccnc1,O=C(OC[C@H]1O[C@](O)(COC(=O)c2cccnc2)[C@@H](OC(=O)c2cccnc2)[C@@H]1OC(=O)c1cccnc1)c1cccnc1
CHEMBL2105080,N05BX,COCc1c(C(=O)OC(C)C)ncc2[nH]c3cccc(Oc4ccc(Cl)cc4)c3c12,COCc1c(C(=O)OC(C)C)ncc2[nH]c3cccc(Oc4ccc(Cl)cc4)c3c12
CHEMBL87385,N05AF,OCCN1CCN(CC/C=C2\c3ccccc3Sc3ccc(Cl)cc32)CC1,OCCN1CCN(CC/C=C2\c3ccccc3Sc3ccc(Cl)cc32)CC1
